,4984495,104956
IMRS,23,2
IMRT,213,9
IMRU,353,11
IMRV,360,10
IMRW,328,8
IMRX,130,3
IMRY,49,2
IMRZ,81,4
IMS,1543,39
IMSU,32,1
IMSV,43,1
IMSY,35,1
IMSZ,93,2
IMT,4883,142
IMTT,75,2
IMTU,376,12
IMTV,234,9
IMTW,142,6
IMTX,155,5
IMTY,147,5
IMTZ,167,6
IMU,5892,170
IMUV,108,4
IMUW,108,4
IMUY,25,1
IMUZ,83,2
IMV,4767,136
IMVW,41,3
IMVX,34,1
IMVY,170,5
IMVZ,39,1
IMW,2473,68
IMWY,19,1
IMWZ,42,1
IMX,1152,32
IMY,1185,33
IMYZ,49,1
IMZ,2446,64
IN,132729,3472
INN,10076,352
INNO,414,16
INNP,106,4
INNQ,869,39
INNR,859,32
INNS,99,4
INNT,705,25
INNU,346,15
INNV,341,13
INNW,227,12
INNX,152,6
INNY,15,1
INNZ,450,16
INO,17414,484
INOO,477,14
INOP,250,9
INOQ,1010,42
INOR,903,34
INOS,177,5
INOT,577,19
INOU,755,25
INOV,592,18
INOW,45,3
INOX,133,4
INOY,120,7
INOZ,353,10
INP,7326,206
INPQ,327,13
INPR,439,13
INPS,178,7
INPT,535,17
INPU,193,7
INPV,289,14
INPW,217,8
INPX,27,2
INPY,152,4
INPZ,109,3
INQ,25316,814
INQR,1811,70
INQS,418,12
INQT,836,37
INQU,643,21
INQV,1130,46
INQW,340,13
INQX,255,11
INQY,147,8
INQZ,451,17
INR,19263,612
INRR,879,35
INRS,513,12
INRT,1560,66
INRU,748,31
INRV,1206,47
INRW,273,9
INRX,364,13
INRY,278,10
INRZ,553,19
INS,4265,112
INSS,12,1
INST,81,3
INSU,211,4
INSV,91,4
INSW,38,1
INSY,68,3
INT,19711,571
INTT,505,19
INTU,855,28
INTV,839,39
INTW,289,11
INTX,102,4
INTY,106,4
INTZ,314,11
INU,16951,526
INUV,881,34
INUW,231,9
INUX,154,6
INUY,149,5
INUZ,453,15
INV,15059,484
INVW,352,15
INVX,280,9
INVY,186,7
INVZ,96,5
INW,5254,166
INWX,69,2
INWY,93,4
INWZ,81,3
INX,3863,113
INXY,77,3
INXZ,114,3
INY,4058,113
INYZ,102,5
INZ,5167,156
IO,189888,4578
IOO,16492,467
IOOO,87,4
IOOP,161,6
IOOQ,584,21
IOOR,535,18
IOOS,226,8
IOOT,528,18
IOOU,796,29
IOOV,457,14
IOOW,254,8
IOOX,163,6
IOOY,120,5
IOOZ,111,2
IOP,4894,127
IOPQ,305,10
IOPR,143,5
IOPS,90,3
IOPT,170,5
IOPU,124,4
IOPV,118,3
IOPW,13,3
IOPY,114,3
IOPZ,4,1
IOQ,22084,662
IOQR,1090,36
IOQS,47,2
IOQT,923,34
IOQU,519,15
IOQV,1030,42
IOQW,369,11
IOQX,159,7
IOQY,232,9
IOQZ,430,13
IOR,18000,512
IORR,386,15
IORS,179,5
IORT,468,20
IORU,637,27
IORV,793,30
IORW,231,9
IORX,96,7
IORY,266,7
IORZ,345,9
IOS,5001,127
IOSS,51,2
IOST,32,1
IOSU,140,5
IOSV,38,1
IOSW,36,1
IOSX,99,2
IOSZ,31,1
IOT,16514,456
IOTT,157,7
IOTU,809,29
IOTV,554,21
IOTW,260,8
IOTX,178,4
IOTY,211,6
IOTZ,182,7
IOU,20063,587
IOUV,471,19
IOUW,165,5
IOUX,71,2
IOUY,347,10
IOUZ,327,13
IOV,12923,380
IOVW,231,8
IOVX,135,5
IOVY,24,1
IOVZ,174,5
IOW,5699,159
IOWY,2,1
IOWZ,31,1
IOX,2857,70
IOXY,32,1
IOXZ,47,2
IOY,4753,122
IOYZ,48,2
IOZ,5599,137
IP,41261,997
IPQ,7370,216
IPQR,381,16
IPQS,20,2
IPQT,427,14
IPQU,214,6
IPQV,202,7
IPQW,117,6
IPQX,116,3
IPQY,74,3
IPQZ,182,7
IPR,6579,182
IPRR,189,8
IPRS,167,3
IPRT,494,13
IPRU,291,10
IPRV,315,13
IPRW,62,2
IPRX,22,1
IPRY,93,3
IPRZ,96,3
IPS,1382,35
IPSS,22,1
IPST,58,2
IPSU,32,1
IPSV,68,2
IPSZ,13,1
IPT,5143,148
IPTT,32,1
IPTU,136,6
IPTV,262,9
IPTW,153,5
IPTX,47,2
IPTZ,42,2
IPU,5033,148
IPUV,73,4
IPUW,60,1
IPUX,32,1
IPUY,62,2
IPV,4680,135
IPVW,71,4
IPVX,9,1
IPVY,14,1
IPVZ,116,6
IPW,2185,58
IPWY,32,1
IPX,1058,28
IPXZ,48,2
IPY,1159,31
IPYZ,17,1
IPZ,1562,44
IQ,155344,4557
IQR,23197,757
IQRR,697,25
IQRS,608,15
IQRT,1160,45
IQRU,859,29
IQRV,1565,57
IQRW,467,20
IQRX,501,19
IQRY,216,8
IQRZ,685,29
IQS,4481,124
IQSS,56,2
IQST,133,5
IQSU,19,1
IQSV,96,4
IQSW,34,1
IQSX,60,2
IQSZ,95,2
IQT,20483,643
IQTT,568,19
IQTU,455,17
IQTV,780,33
IQTW,357,14
IQTX,499,14
IQTY,277,9
IQTZ,361,13
IQU,13768,407
IQUV,601,21
IQUW,256,9
IQUX,178,9
IQUY,267,8
IQUZ,715,24
IQV,19093,652
IQVW,307,13
IQVX,320,10
IQVY,240,10
IQVZ,747,29
IQW,6445,196
IQWX,146,4
IQWY,170,7
IQWZ,111,4
IQX,4816,141
IQXY,13,1
IQXZ,122,5
IQY,4469,133
IQYZ,106,3
IQZ,8724,261
IR,133458,3547
IRR,9737,313
IRRS,138,3
IRRT,441,19
IRRU,345,11
IRRV,354,18
IRRW,265,10
IRRX,219,9
IRRY,113,5
IRRZ,404,11
IRS,5637,132
IRSS,8,1
IRST,119,5
IRSU,88,3
IRSV,135,5
IRSW,16,1
IRSX,102,3
IRSY,111,3
IRSZ,87,2
IRT,18715,558
IRTT,644,22
IRTU,822,30
IRTV,734,29
IRTW,639,20
IRTX,156,10
IRTY,708,19
IRTZ,293,11
IRU,16311,494
IRUV,511,20
IRUW,213,6
IRUX,258,9
IRUY,326,11
IRUZ,342,12
IRV,17300,527
IRVW,473,17
IRVX,213,8
IRVY,227,10
IRVZ,435,17
IRW,6716,196
IRWX,69,2
IRWY,57,2
IRWZ,7,1
IRX,3972,117
IRXY,214,5
IRXZ,165,6
IRY,4721,139
IRZ,5996,179
IS,40581,885
ISS,1404,30
ISSU,88,5
ISSV,38,1
ISSW,132,4
ISSY,66,1
IST,3710,100
ISTT,42,2
ISTU,58,2
ISTV,65,3
ISTW,70,2
ISTX,26,2
ISTZ,49,1
ISU,4152,119
ISUV,162,5
ISUW,21,1
ISUX,18,1
ISUY,45,1
ISUZ,110,3
ISV,4150,111
ISVW,77,2
ISVZ,67,3
ISW,1387,38
ISWZ,69,2
ISX,857,24
ISXZ,68,2
ISY,1318,29
ISZ,1834,43
IT,124875,3143
ITT,7468,229
ITTU,237,12
ITTV,471,15
ITTW,197,4
ITTX,172,7
ITTY,121,4
ITTZ,105,5
ITU,14017,431
ITUV,462,17
ITUW,202,8
ITUX,236,9
ITUY,173,7
ITUZ,50,2
ITV,13997,445
ITVW,101,4
ITVX,181,8
ITVY,268,9
ITVZ,213,9
ITW,5811,159
ITWX,68,3
ITWZ,16,1
ITX,3231,94
ITXY,22,1
ITXZ,2,1
ITY,4197,111
ITZ,4355,129
IU,150928,4136
IUV,15591,541
IUVW,238,7
IUVX,214,10
IUVY,129,5
IUVZ,247,12
IUW,4375,130
IUWX,71,2
IUWY,77,2
IUWZ,204,7
IUX,3614,102
IUXY,93,2
IUXZ,294,9
IUY,4349,122
IUYZ,73,3
IUZ,6154,181
IV,104784,2881
IVW,5265,163
IVWX,121,5
IVWY,19,1
IVWZ,74,4
IVX,3674,100
IVXY,62,2
IVXZ,129,4
IVY,3400,102
IVYZ,140,5
IVZ,6208,183
IW,40393,1007
IWX,947,28
IWXY,27,1
IWY,1749,47
IWZ,1600,45
IX,25175,602
IXY,678,22
IXZ,1108,29
IY,30636,770
IYZ,1756,46
IZ,40133,1022
J,203991,4716
JK,14383,354
JKL,1673,54
JKLM,177,9
JKLN,501,17
JKLO,225,6
JKLP,46,2
JKLQ,107,4
JKLR,552,20
JKLS,30,2
JKLT,115,4
JKLU,27,3
JKLV,196,9
JKLW,79,2
JKLX,164,5
JKLY,8,1
JKLZ,153,5
JKM,1097,29
JKMN,84,2
JKMO,34,2
JKMP,77,2
JKMQ,180,6
JKMR,205,8
JKMS,65,1
JKMT,114,4
JKMV,132,5
JKMW,73,3
JKMX,22,1
JKMY,42,1
JKN,3085,107
JKNN,120,5
JKNO,202,6
JKNP,213,8
JKNQ,701,24
JKNR,695,23
JKNS,81,4
JKNT,530,14
JKNU,97,4
JKNV,469,21
JKNW,236,8
JKNX,184,5
JKNY,162,4
JKNZ,256,7
JKO,1295,38
JKOO,115,4
JKOP,80,3
JKOQ,78,2
JKOR,12,1
JKOT,179,5
JKOX,44,1
JKOZ,70,3
JKP,919,26
JKPQ,168,4
JKPR,121,4
JKPT,152,6
JKPU,43,1
JKPV,136,5
JKPW,104,5
JKPZ,103,4
JKQ,3413,105
JKQR,577,18
JKQS,292,9
JKQT,485,17
JKQU,109,4
JKQV,235,12
JKQW,108,7
JKQX,78,5
JKQY,85,2
JKQZ,207,12
JKR,3771,112
JKRR,264,10
JKRS,175,4
JKRT,238,11
JKRU,53,3
JKRV,351,18
JKRW,198,8
JKRX,73,2
JKRY,78,3
JKRZ,273,12
JKS,983,25
JKSS,40,1
JKST,71,2
JKSU,10,1
JKSW,72,3
JKSX,27,1
JKSY,56,1
JKSZ,75,3
JKT,3531,105
JKTT,215,8
JKTU,118,3
JKTV,416,15
JKTW,169,5
JKTX,116,4
JKTY,69,3
JKTZ,178,5
JKU,914,27
JKUV,92,4
JKUW,218,7
JKUX,67,3
JKUZ,75,4
JKV,3488,96
JKVW,231,7
JKVX,127,5
JKVY,138,3
JKVZ,292,9
JKW,1553,45
JKWX,30,2
JKWY,61,2
JKWZ,194,6
JKX,1073,27
JKXZ,88,1
JKY,845,22
JKYZ,24,1
JKZ,1338,36
JL,37521,1114
JLM,1965,65
JLMN,479,17
JLMO,17,1
JLMP,124,3
JLMQ,157,6
JLMR,318,10
JLMS,42,2
JLMT,178,9
JLMU,50,3
JLMV,305,11
JLMW,107,5
JLMX,104,5
JLMY,39,1
JLMZ,12,2
JLN,8614,308
JLNN,546,22
JLNO,157,5
JLNP,441,17
JLNQ,1485,66
JLNR,1405,61
JLNS,224,8
JLNT,1082,49
JLNU,448,16
JLNV,1216,57
JLNW,394,12
JLNX,180,5
JLNY,234,10
JLNZ,335,15
JLO,4185,120
JLOO,89,4
JLOP,43,1
JLOQ,250,8
JLOR,424,15
JLOS,42,1
JLOT,82,4
JLOU,53,1
JLOV,247,9
JLOW,5,1
JLOX,67,3
JLOY,67,2
JLOZ,26,2
JLP,1781,55
JLPQ,286,10
JLPR,189,7
JLPS,52,1
JLPT,338,14
JLPU,48,1
JLPV,225,10
JLPW,42,1
JLPX,98,3
JLPY,87,4
JLPZ,216,5
JLQ,9024,295
JLQR,1071,36
JLQS,305,13
JLQT,557,27
JLQU,280,11
JLQV,911,37
JLQW,331,15
JLQX,332,13
JLQY,111,4
JLQZ,650,21
JLR,7624,247
JLRR,337,16
JLRS,384,13
JLRT,852,35
JLRU,209,9
JLRV,764,34
JLRW,477,21
JLRX,131,7
JLRY,177,5
JLRZ,425,13
JLS,1620,47
JLSS,26,1
JLST,185,5
JLSU,29,1
JLSV,39,2
JLSW,213,4
JLSX,19,1
JLSY,87,2
JLSZ,62,3
JLT,6821,220
JLTT,164,8
JLTU,148,9
JLTV,912,33
JLTW,174,8
JLTX,526,20
JLTY,163,6
JLTZ,525,15
JLU,3297,109
JLUV,341,13
JLUW,49,3
JLUY,137,6
JLUZ,122,6
JLV,6498,237
JLVW,341,10
JLVX,306,11
JLVY,128,4
JLVZ,216,13
JLW,1792,67
JLWX,85,3
JLWY,20,2
JLWZ,193,8
JLX,1667,54
JLXZ,198,7
JLY,1261,37
JLYZ,129,4
JLZ,3115,100
JM,18708,494
JMN,3818,119
JMNN,184,8
JMNO,250,7
JMNP,112,4
JMNQ,714,26
JMNR,767,29
JMNS,52,2
JMNT,625,25
JMNU,141,5
JMNV,608,25
JMNW,163,9
JMNX,63,3
JMNY,169,6
JMNZ,87,3
JMO,2573,68
JMOO,91,3
JMOP,79,2
JMOR,89,4
JMOS,48,2
JMOT,169,5
JMOU,51,2
JMOV,140,5
JMOX,96,2
JMOY,59,1
JMOZ,160,3
JMP,963,28
JMPQ,99,4
JMPR,119,3
JMPS,25,2
JMPT,143,5
JMPU,54,1
JMPV,77,3
JMPW,33,1
JMPX,56,1
JMPY,25,2
JMPZ,145,4
JMQ,4041,119
JMQR,403,15
JMQS,20,1
JMQT,466,12
JMQU,71,3
JMQV,345,14
JMQW,186,5
JMQX,110,4
JMQZ,253,9
JMR,2244,72
JMRR,182,7
JMRS,45,1
JMRT,297,14
JMRU,48,2
JMRV,403,12
JMRW,144,5
JMRX,49,1
JMRY,80,2
JMRZ,294,6
JMS,669,18
JMST,97,3
JMSV,56,2
JMSW,111,2
JMSX,70,2
JMSZ,29,1
JMT,3160,93
JMTT,173,5
JMTU,101,2
JMTV,235,11
JMTW,18,2
JMTX,153,3
JMTY,66,2
JMTZ,132,6
JMU,1555,43
JMUV,74,2
JMUW,34,1
JMUY,74,2
JMUZ,73,3
JMV,2786,92
JMVW,143,5
JMVX,42,1
JMVY,13,1
JMVZ,140,8
JMW,1078,32
JMWX,29,2
JMWY,27,2
JMWZ,5,1
JMX,664,20
JMXY,61,3
JMXZ,75,2
JMY,858,21
JMYZ,24,1
JMZ,1827,45
JN,57887,1709
JNN,4615,175
JNNO,516,13
JNNP,323,10
JNNQ,640,29
JNNR,764,30
JNNS,129,5
JNNT,821,29
JNNU,122,6
JNNV,579,31
JNNW,329,10
JNNX,245,7
JNNY,230,10
JNNZ,440,16
JNO,5757,164
JNOO,225,6
JNOP,179,4
JNOQ,269,11
JNOR,581,21
JNOS,121,3
JNOT,214,8
JNOU,202,5
JNOV,168,9
JNOW,22,2
JNOY,125,3
JNOZ,154,5
JNP,3495,123
JNPQ,587,22
JNPR,422,16
JNPS,238,6
JNPT,516,19
JNPU,154,5
JNPV,437,16
JNPW,182,7
JNPX,178,5
JNPY,99,3
JNPZ,190,8
JNQ,12877,436
JNQR,2091,89
JNQS,354,13
JNQT,1361,56
JNQU,564,19
JNQV,1395,59
JNQW,561,20
JNQX,232,10
JNQY,300,14
JNQZ,662,26
JNR,11343,393
JNRR,1036,37
JNRS,660,19
JNRT,1957,76
JNRU,424,16
JNRV,1748,71
JNRW,973,29
JNRX,405,14
JNRY,277,9
JNRZ,953,31
JNS,2274,71
JNST,254,11
JNSU,90,2
JNSV,309,13
JNSW,59,2
JNSX,40,1
JNSZ,179,6
JNT,9219,320
JNTT,985,31
JNTU,392,18
JNTV,1340,55
JNTW,502,23
JNTX,325,11
JNTY,344,14
JNTZ,626,25
JNU,4100,132
JNUV,262,8
JNUW,187,7
JNUX,114,3
JNUY,42,2
JNUZ,131,6
JNV,9175,315
JNVW,293,10
JNVX,235,7
JNVY,386,14
JNVZ,637,25
JNW,3804,110
JNWX,311,10
JNWY,61,2
JNWZ,412,11
JNX,1829,61
JNXY,61,1
JNXZ,172,9
JNY,1984,64
JNYZ,187,9
JNZ,4803,147
JO,34260,871
JOO,3413,99
JOOO,97,4
JOOP,64,2
JOOQ,330,13
JOOR,189,6
JOOT,190,5
JOOU,316,11
JOOV,86,4
JOOW,142,4
JOOX,41,1
JOP,1742,48
JOPQ,84,3
JOPR,90,3
JOPT,79,2
JOPV,40,2
JOPW,32,1
JOQ,5482,172
JOQR,179,8
JOQS,90,2
JOQT,59,3
JOQU,97,6
JOQV,223,8
JOQW,103,3
JOQX,31,1
JOQY,65,2
JOQZ,98,7
JOR,5415,148
JORR,61,4
JORS,92,3
JORT,190,9
JORU,310,9
JORV,235,10
JORW,75,2
JORX,48,4
JORY,22,1
JORZ,162,5
JOS,1173,28
JOSV,33,1
JOSW,36,1
JOT,4005,113
JOTT,100,5
JOTU,173,4
JOTV,215,8
JOTW,33,3
JOTX,51,2
JOTY,87,2
JOTZ,91,3
JOU,3654,107
JOUV,95,3
JOUW,98,3
JOUY,16,1
JOUZ,213,5
JOV,3835,120
JOVW,2,1
JOVY,149,5
JOVZ,122,5
JOW,1891,47
JOWX,45,1
JOWY,9,1
JOWZ,35,1
JOX,1050,24
JOY,1263,34
JOYZ,44,1
JOZ,2782,68
JP,16742,434
JPQ,2999,94
JPQR,288,12
JPQT,453,14
JPQU,65,2
JPQV,436,19
JPQW,125,3
JPQX,21,1
JPQZ,335,12
JPR,2343,75
JPRR,290,9
JPRS,105,3
JPRT,651,19
JPRU,15,1
JPRV,88,6
JPRW,231,9
JPRX,40,1
JPRY,52,2
JPRZ,155,5
JPS,662,17
JPSV,17,1
JPSW,148,4
JPSX,31,1
JPSY,42,1
JPSZ,5,1
JPT,2930,93
JPTT,77,3
JPTU,27,1
JPTV,121,5
JPTW,152,4
JPTX,49,1
JPTY,32,1
JPTZ,289,8
JPU,1364,39
JPUV,185,6
JPUW,64,2
JPUX,32,1
JPV,2702,81
JPVW,220,8
JPVX,56,3
JPVY,41,1
JPVZ,92,5
JPW,1379,34
JPWX,39,3
JPWY,50,2
JPWZ,90,3
JPX,993,24
JPXZ,49,1
JPY,373,12
JPYZ,37,1
JPZ,1037,30
JQ,63638,1745
JQR,11377,381
JQRR,560,18
JQRS,296,7
JQRT,1271,44
JQRU,334,13
JQRV,1334,53
JQRW,438,18
JQRX,276,9
JQRY,260,9
JQRZ,655,23
JQS,3052,83
JQSS,81,3
JQST,321,10
JQSU,12,1
JQSV,242,8
JQSW,164,5
JQSX,28,1
JQSY,137,4
JQSZ,80,3
JQT,8155,276
JQTT,428,14
JQTU,265,9
JQTV,819,29
JQTW,258,10
JQTX,65,4
JQTY,68,4
JQTZ,595,20
JQU,3551,114
JQUV,271,12
JQUW,226,6
JQUX,19,1
JQUY,41,1
JQUZ,311,9
JQV,11075,365
JQVW,204,12
JQVX,245,8
JQVY,308,11
JQVZ,978,37
JQW,3939,119
JQWX,43,1
JQWY,86,3
JQWZ,117,5
JQX,2158,66
JQXY,73,2
JQXZ,171,6
JQY,2101,61
JQYZ,44,1
JQZ,4951,147
JR,48012,1396
JRR,4980,165
JRRS,232,10
JRRT,554,20
JRRU,203,8
JRRV,512,20
JRRW,137,9
JRRX,121,6
JRRY,156,5
JRRZ,288,10
JRS,2463,66
JRSS,5,1
JRST,425,12
JRSU,103,3
JRSV,198,9
JRSW,47,2
JRSX,68,3
JRSY,32,1
JRSZ,126,6
JRT,8584,288
JRTT,506,21
JRTU,302,11
JRTV,1130,38
JRTW,732,26
JRTX,559,21
JRTY,424,11
JRTZ,415,15
JRU,4886,157
JRUV,292,13
JRUW,181,6
JRUX,114,4
JRUY,226,7
JRUZ,310,13
JRV,8923,305
JRVW,596,23
JRVX,168,5
JRVY,53,2
JRVZ,489,22
JRW,4559,150
JRWX,195,6
JRWY,280,9
JRWZ,184,6
JRX,2491,68
JRXZ,75,4
JRY,2719,77
JRYZ,16,1
JRZ,3913,129
JS,14609,356
JSS,402,10
JSSV,74,3
JSSZ,61,2
JST,2166,62
JSTT,55,3
JSTU,73,2
JSTV,44,3
JSTW,72,3
JSTX,62,1
JSTY,95,2
JSTZ,51,1
JSU,988,30
JSUV,57,1
JSUW,88,3
JSUX,71,2
JSUY,51,1
JSV,1637,45
JSVW,30,2
JSVX,21,1
JSVY,40,1
JSVZ,9,1
JSW,886,26
JSWZ,79,2
JSX,523,15
JSXZ,40,1
JSY,439,11
JSYZ,15,1
JSZ,1115,28
JT,40691,1166
JTT,2911,97
JTTU,71,4
JTTV,454,18
JTTW,174,5
JTTX,17,2
JTTY,18,2
JTTZ,319,13
JTU,3441,97
JTUV,96,4
JTUW,51,3
JTUX,130,2
JTUY,95,3
JTUZ,180,6
JTV,6915,242
JTVW,270,9
JTVX,348,11
JTVY,95,5
JTVZ,393,18
JTW,3070,93
JTWX,156,5
JTWY,111,6
JTWZ,120,7
JTX,1701,50
JTXY,70,2
JTXZ,139,4
JTY,1575,46
JTYZ,205,10
JTZ,2468,84
JU,24443,696
JUV,4521,152
JUVW,116,3
JUVY,49,2
JUVZ,273,10
JUW,1830,59
JUWX,31,2
JUWY,23,1
JUWZ,188,6
JUX,765,22
JUXY,81,2
JUXZ,121,6
JUY,1182,28
JUYZ,104,3
JUZ,1685,50
JV,42916,1204
JVW,4129,123
JVWX,66,2
JVWY,55,4
JVWZ,158,7
JVX,1863,52
JVXY,63,2
JVXZ,174,6
JVY,1108,37
JVYZ,33,1
JVZ,4262,141
JW,19189,497
JWX,1272,33
JWXY,61,1
JWXZ,64,2
JWY,1471,37
JWYZ,102,3
JWZ,1716,56
JX,10371,264
JXY,529,12
JXYZ,55,3
JXZ,947,29
JY,11690,295
JYZ,932,26
JZ,24016,588
K,98004,2194
KL,18943,532
KLM,1723,45
KLMN,207,10
KLMO,34,1
KLMP,10,1
KLMQ,351,13
KLMR,196,5
KLMS,103,3
KLMT,272,9
KLMU,25,1
KLMV,226,7
KLMW,19,2
KLMX,51,1
KLMY,31,1
KLMZ,27,1
KLN,5519,168
KLNN,460,18
KLNO,190,7
KLNP,396,13
KLNQ,861,35
KLNR,692,33
KLNS,440,11
KLNT,470,18
KLNU,195,6
KLNV,707,34
KLNW,248,10
KLNX,203,7
KLNY,151,4
KLNZ,245,7
KLO,2888,74
KLOO,176,5
KLOP,113,3
KLOQ,110,4
KLOR,201,7
KLOS,77,2
KLOT,312,10
KLOU,104,4
KLOV,110,5
KLOW,17,1
KLOY,183,5
KLOZ,81,2
KLP,1577,46
KLPQ,293,11
KLPR,292,10
KLPS,94,1
KLPT,20,1
KLPV,109,6
KLPW,105,4
KLPX,36,1
KLPZ,75,2
KLQ,4775,165
KLQR,393,17
KLQS,84,3
KLQT,341,16
KLQU,93,4
KLQV,640,31
KLQW,312,14
KLQX,132,4
KLQY,93,4
KLQZ,312,12
KLR,4266,151
KLRR,319,15
KLRS,179,9
KLRT,880,29
KLRU,204,7
KLRV,347,18
KLRW,168,6
KLRX,141,4
KLRY,245,7
KLRZ,364,12
KLS,1404,37
KLSS,26,2
KLST,141,4
KLSU,8,1
KLSV,212,8
KLSX,55,2
KLSY,31,1
KLSZ,37,2
KLT,3931,116
KLTT,104,4
KLTU,122,5
KLTV,654,24
KLTW,315,10
KLTX,24,1
KLTY,24,1
KLTZ,116,3
KLU,2483,75
KLUV,139,5
KLUW,50,2
KLUX,19,2
KLUY,200,4
KLUZ,46,1
KLV,3639,118
KLVW,229,7
KLVX,230,7
KLVY,44,2
KLVZ,215,10
KLW,1318,40
KLWX,59,2
KLWY,40,2
KLWZ,161,4
KLX,1218,37
KLXY,24,1
KLXZ,49,1
KLY,724,21
KLZ,2564,70
KM,10943,266
KMN,3170,86
KMNN,147,5
KMNO,156,5
KMNP,83,3
KMNQ,294,10
KMNR,733,27
KMNS,28,1
KMNT,236,9
KMNU,185,8
KMNV,310,13
KMNW,193,6
KMNX,95,4
KMNY,134,5
KMNZ,221,7
KMO,1275,32
KMOO,76,3
KMOP,5,1
KMOQ,88,4
KMOR,110,3
KMOS,39,1
KMOT,136,5
KMOU,97,3
KMOV,18,1
KMOW,33,1
KMOY,26,1
KMOZ,37,1
KMP,701,21
KMPQ,36,2
KMPR,128,3
KMPS,51,2
KMPT,105,5
KMPV,79,2
KMPW,55,2
KMPX,161,4
KMPZ,20,1
KMQ,2561,78
KMQR,303,8
KMQS,167,5
KMQT,150,4
KMQU,143,5
KMQV,208,9
KMQW,16,1
KMQX,66,4
KMQY,49,2
KMQZ,18,1
KMR,2653,73
KMRR,226,11
KMRS,104,3
KMRT,206,7
KMRU,30,2
KMRV,267,11
KMRW,60,2
KMRX,8,1
KMRY,32,1
KMRZ,155,5
KMS,636,16
KMSU,53,2
KMSV,111,4
KMSY,46,1
KMT,1648,48
KMTT,77,4
KMTU,31,1
KMTV,256,8
KMTW,78,2
KMTY,65,2
KMTZ,78,3
KMU,1187,28
KMUV,16,1
KMUW,120,3
KMUY,31,1
KMUZ,39,1
KMV,1911,60
KMVW,148,6
KMVX,123,3
KMVY,11,1
KMVZ,95,3
KMW,651,17
KMWX,32,1
KMWY,18,1
KMX,234,9
KMY,509,13
KMZ,739,22
KN,34457,950
KNN,4121,142
KNNO,149,6
KNNP,287,10
KNNQ,585,26
KNNR,836,37
KNNS,87,2
KNNT,526,21
KNNU,62,3
KNNV,287,12
KNNW,88,5
KNNX,56,6
KNNY,42,1
KNNZ,202,8
KNO,4692,123
KNOP,34,1
KNOQ,277,11
KNOR,267,5
KNOS,79,3
KNOT,176,6
KNOU,114,3
KNOV,285,10
KNOW,71,2
KNOX,134,3
KNOY,64,3
KNOZ,41,2
KNP,2731,90
KNPQ,155,6
KNPR,265,8
KNPS,102,2
KNPT,366,14
KNPV,501,18
KNPW,66,3
KNPX,158,5
KNPY,61,4
KNPZ,194,5
KNQ,8247,265
KNQR,1381,50
KNQS,358,10
KNQT,1199,46
KNQU,108,5
KNQV,1178,45
KNQW,349,13
KNQX,241,9
KNQY,223,9
KNQZ,360,16
KNR,7666,243
KNRR,502,21
KNRS,285,12
KNRT,1244,45
KNRU,182,8
KNRV,964,42
KNRW,364,14
KNRX,313,10
KNRY,402,10
KNRZ,627,22
KNS,2183,55
KNSS,35,1
KNST,46,2
KNSU,40,1
KNSV,296,9
KNSW,44,1
KNSY,60,2
KNSZ,29,2
KNT,8752,267
KNTT,478,18
KNTU,372,13
KNTV,807,39
KNTW,348,11
KNTX,214,8
KNTY,278,10
KNTZ,223,8
KNU,3435,94
KNUV,117,5
KNUW,169,6
KNUX,126,5
KNUY,134,4
KNUZ,12,1
KNV,6302,220
KNVW,289,12
KNVX,96,3
KNVY,98,4
KNVZ,519,22
KNW,2578,78
KNWY,38,2
KNWZ,142,3
KNX,1718,51
KNXY,66,4
KNXZ,25,1
KNY,1472,42
KNZ,2679,74
KO,25057,608
KOO,2682,68
KOOO,111,4
KOOP,103,3
KOOQ,124,4
KOOR,101,3
KOOT,130,3
KOOU,110,3
KOOV,31,1
KOOX,36,1
KOOZ,73,1
KOP,1648,42
KOPQ,41,3
KOPR,118,3
KOPS,44,2
KOPT,149,4
KOPV,105,3
KOPW,22,1
KOPX,27,1
KOPY,55,1
KOPZ,41,1
KOQ,4512,143
KOQR,327,10
KOQS,64,3
KOQT,276,8
KOQU,240,9
KOQV,342,13
KOQW,66,2
KOQX,41,1
KOQY,65,2
KOQZ,122,4
KOR,4612,112
KORR,276,13
KORT,236,7
KORU,93,2
KORV,146,5
KORW,92,4
KORX,54,2
KORY,98,3
KORZ,112,5
KOS,1268,29
KOST,50,2
KOSV,75,1
KOSX,11,1
KOSZ,45,1
KOT,3689,94
KOTT,114,4
KOTU,213,7
KOTV,129,5
KOTW,77,3
KOTX,206,4
KOU,2486,75
KOUV,116,5
KOUW,36,1
KOUY,52,3
KOUZ,103,3
KOV,3583,106
KOVW,47,2
KOVX,26,1
KOVZ,106,3
KOW,1757,49
KOWY,58,1
KOX,1115,26
KOXY,58,1
KOXZ,20,1
KOY,1148,24
KOYZ,98,3
KOZ,1522,37
KP,9716,241
KPQ,1818,60
KPQR,273,11
KPQS,21,1
KPQT,136,4
KPQU,72,2
KPQV,220,8
KPQW,35,1
KPQX,50,3
KPQY,26,1
KPQZ,90,4
KPR,2490,65
KPRR,95,4
KPRS,114,3
KPRT,352,11
KPRV,286,10
KPRW,74,4
KPRX,68,2
KPRY,73,3
KPRZ,125,3
KPS,888,21
KPSV,74,3
KPSX,53,2
